reaction_handle,catalyst_id,imine_id,thiol_id,product_id,selectivity_ee_percent,selectivity_ddGact_kcal\,Avg ee R,Avg ee S,React hndl,Plt 1: R ee,Plt 1:  S ee,Plate 2: R ee,Plt 2: R ee,Plt 3: R ee,Plt 3: S ee,Diff of avg.
365_vi_1_A,365_vi,1,A,1_A,76,1.180363548,88,12,365_vi_1_A,89,12,88,13,88,12,76
365_vi_1_B,365_vi,1,B,1_B,36,0.446552544,68,32,365_vi_1_B,66,34,70,30,68,32,36
365_vi_1_C,365_vi,1,C,1_C,42,0.530447043,71,29,365_vi_1_C,69,31,73,27,71,29,42
365_vi_1_D,365_vi,1,D,1_D,78,1.238605308,89,11,365_vi_1_D,90,10,88,12,89,11,78
365_vi_1_E,365_vi,1,E,1_E,80,1.301688683,90,10,365_vi_1_E,91,10,90,11,90,10,80
365_vi_2_A,365_vi,2,A,2_A,78,1.238605308,89,11,365_vi_2_A,91,9,87,13,89,11,78
365_vi_2_B,365_vi,2,B,2_B,42,0.530447043,71,29,365_vi_2_B,72,28,70,30,71,29,42
365_vi_2_C,365_vi,2,C,2_C,46,0.589238334,73,27,365_vi_2_C,74,27,73,28,73,27,46
365_vi_2_D,365_vi,2,D,2_D,70,1.027619382,85,15,365_vi_2_D,86,14,84,16,85,15,70
365_vi_2_E,365_vi,2,E,2_E,74,1.126173688,87,13,365_vi_2_E,87,13,87,13,87,13,74
365_vi_3_A,365_vi,3,A,3_A,82,1.370652975,91,9,365_vi_3_A,93,7,89,11,91,9,82
365_vi_3_B,365_vi,3,B,3_B,48,0.619656928,74,26,365_vi_3_B,72,28,76,24,74,26,48
365_vi_3_C,365_vi,3,C,3_C,54,0.715832618,77,23,365_vi_3_C,78,22,76,24,77,23,54
365_vi_3_D,365_vi,3,D,3_D,74,1.126173688,87,13,365_vi_3_D,88,13,87,14,87,13,74
365_vi_3_E,365_vi,3,E,3_E,80,1.301688683,90,10,365_vi_3_E,92,8,88,12,90,10,80
365_vi_4_A,365_vi,4,A,4_A,76,1.180363548,88,12,365_vi_4_A,89,11,87,13,88,12,76
365_vi_4_B,365_vi,4,B,4_B,38,0.474009916,69,31,365_vi_4_B,70,31,69,32,69,31,38
365_vi_4_C,365_vi,4,C,4_C,40,0.50195963,70,30,365_vi_4_C,71,29,69,31,70,30,40
365_vi_4_D,365_vi,4,D,4_D,80,1.301688683,90,10,365_vi_4_D,89,11,91,9,90,10,80
365_vi_4_E,365_vi,4,E,4_E,76,1.180363548,88,12,365_vi_4_E,89,12,88,13,88,12,76
365_vi_5_A,365_vi,5,A,5_A,76,1.180363548,88,12,365_vi_5_A,90,10,86,14,88,12,76
365_vi_5_B,365_vi,5,B,5_B,38,0.474009916,69,31,365_vi_5_B,70,30,68,32,69,31,38
365_vi_5_C,365_vi,5,C,5_C,44,0.559521771,72,28,365_vi_5_C,73,28,72,29,72,28,44
365_vi_5_D,365_vi,5,D,5_D,76,1.180363548,88,12,365_vi_5_D,89,12,88,13,88,12,76
365_vi_5_E,365_vi,5,E,5_E,78,1.238605308,89,11,365_vi_5_E,87,13,91,9,89,11,78
371_i_1_A,371_i,1,A,1_A,78,1.239041656,89,11,371_i_1_A,87,13,91,9,89,11,78
371_i_1_B,371_i,1,B,1_B,50,0.651073627,75,25,371_i_1_B,76,24,74,26,75,25,50
371_i_1_C,371_i,1,C,1_C,60,0.821563446,80,20,371_i_1_C,81,20,80,21,80,20,60
371_i_1_D,371_i,1,D,1_D,80,1.302147255,90,10,371_i_1_D,92,8,88,12,90,10,80
371_i_1_E,371_i,1,E,1_E,84,1.447414852,92,8,371_i_1_E,93,7,91,9,92,8,84
371_i_2_A,371_i,2,A,2_A,68,0.982720273,84,16,371_i_2_A,85,15,83,17,84,16,68
371_i_2_B,371_i,2,B,2_B,40,0.502136465,70,30,371_i_2_B,69,31,71,29,70,30,40
371_i_2_C,371_i,2,C,2_C,60,0.821563446,80,20,371_i_2_C,81,19,79,21,80,20,60
371_i_2_D,371_i,2,D,2_D,74,1.126570428,87,13,371_i_2_D,85,15,89,11,87,13,74
371_i_2_E,371_i,2,E,2_E,80,1.302147255,90,10,371_i_2_E,89,11,91,9,90,10,80
371_i_3_A,371_i,3,A,3_A,74,1.126570428,87,13,371_i_3_A,88,13,87,14,87,13,74
371_i_3_B,371_i,3,B,3_B,68,0.982720273,84,16,371_i_3_B,85,16,84,17,84,16,68
371_i_3_C,371_i,3,C,3_C,72,1.075800294,86,14,371_i_3_C,84,16,88,12,86,14,72
371_i_3_D,371_i,3,D,3_D,74,1.126570428,87,13,371_i_3_D,85,15,89,11,87,13,74
371_i_3_E,371_i,3,E,3_E,74,1.126570428,87,13,371_i_3_E,88,12,86,14,87,13,74
371_i_4_A,371_i,4,A,4_A,84,1.447414852,92,8,371_i_4_A,93,8,92,9,92,8,84
371_i_4_B,371_i,4,B,4_B,20,0.240291904,60,40,371_i_4_B,62,38,58,42,60,40,20
371_i_4_C,371_i,4,C,4_C,44,0.559718885,72,28,371_i_4_C,73,27,71,29,72,28,44
371_i_4_D,371_i,4,D,4_D,62,0.859323525,81,19,371_i_4_D,82,19,81,20,81,19,62
371_i_4_E,371_i,4,E,4_E,74,1.126570428,87,13,371_i_4_E,88,12,86,14,87,13,74
371_i_5_A,371_i,5,A,5_A,76,1.180779378,88,12,371_i_5_A,88,12,88,12,88,12,76
371_i_5_B,371_i,5,B,5_B,50,0.651073627,75,25,371_i_5_B,73,27,77,23,75,25,50
371_i_5_C,371_i,5,C,5_C,58,0.785194199,79,21,371_i_5_C,78,22,80,20,79,21,58
371_i_5_D,371_i,5,D,5_D,80,1.302147255,90,10,371_i_5_D,91,10,90,11,90,10,80
371_i_5_E,371_i,5,E,5_E,70,1.027981402,85,15,371_i_5_E,86,15,85,16,85,15,70
382_i_1_A,382_i,1,A,1_A,86,1.532416977,93,7,382_i_1_A,91,9,95,5,93,7,86
382_i_1_B,382_i,1,B,1_B,42,0.530447043,71,29,382_i_1_B,69,31,73,27,71,29,42
382_i_1_C,382_i,1,C,1_C,60,0.82127412,80,20,382_i_1_C,81,19,79,21,80,20,60
382_i_1_D,382_i,1,D,1_D,84,1.446905122,92,8,382_i_1_D,93,8,92,9,92,8,84
382_i_1_E,382_i,1,E,1_E,78,1.238605308,89,11,382_i_1_E,91,9,87,13,89,11,78
382_i_2_A,382_i,2,A,2_A,88,1.630075694,94,6,382_i_2_A,95,6,94,7,94,6,88
382_i_2_B,382_i,2,B,2_B,46,0.589238334,73,27,382_i_2_B,71,29,75,25,73,27,46
382_i_2_C,382_i,2,C,2_C,56,0.749811199,78,22,382_i_2_C,76,24,80,20,78,22,56
382_i_2_D,382_i,2,D,2_D,92,1.882755521,96,4,382_i_2_D,97,3,95,5,96,4,92
382_i_2_E,382_i,2,E,2_E,78,1.238605308,89,11,382_i_2_E,90,11,89,12,89,11,78
382_i_3_A,382_i,3,A,3_A,76,1.180363548,88,12,382_i_3_A,90,10,86,14,88,12,76
382_i_3_B,382_i,3,B,3_B,50,0.650844341,75,25,382_i_3_B,76,24,74,26,75,25,50
382_i_3_C,382_i,3,C,3_C,58,0.78491768,79,21,382_i_3_C,80,20,78,22,79,21,58
382_i_3_D,382_i,3,D,3_D,80,1.301688683,90,10,382_i_3_D,89,11,91,9,90,10,80
382_i_3_E,382_i,3,E,3_E,80,1.301688683,90,10,382_i_3_E,91,9,89,11,90,10,80
382_i_4_A,382_i,4,A,4_A,90,1.744356465,95,5,382_i_4_A,93,7,97,3,95,5,90
382_i_4_B,382_i,4,B,4_B,44,0.559521771,72,28,382_i_4_B,71,29,73,27,72,28,44
382_i_4_C,382_i,4,C,4_C,40,0.50195963,70,30,382_i_4_C,71,30,70,31,70,30,40
382_i_4_D,382_i,4,D,4_D,82,1.370652975,91,9,382_i_4_D,92,9,91,10,91,9,82
382_i_4_E,382_i,4,E,4_E,84,1.446905122,92,8,382_i_4_E,90,10,94,6,92,8,84
382_i_5_A,382_i,5,A,5_A,84,1.446905122,92,8,382_i_5_A,90,10,94,6,92,8,84
382_i_5_B,382_i,5,B,5_B,38,0.474009916,69,31,382_i_5_B,70,30,68,32,69,31,38
382_i_5_C,382_i,5,C,5_C,44,0.559521771,72,28,382_i_5_C,73,28,72,29,72,28,44
382_i_5_D,382_i,5,D,5_D,78,1.238605308,89,11,382_i_5_D,91,9,87,13,89,11,78
382_i_5_E,382_i,5,E,5_E,80,1.301688683,90,10,382_i_5_E,91,9,89,11,90,10,80
5_i_1_A,5_i,1,A,1_A,92,1.883418797,96,4,5_i_1_A,97,4,96,5,96,4,92
5_i_1_B,5_i,1,B,1_B,76,1.180779378,88,12,5_i_1_B,89,11,87,13,88,12,76
5_i_1_C,5_i,1,C,1_C,80,1.302147255,90,10,5_i_1_C,90,10,90,10,90,10,80
5_i_1_D,5_i,1,D,1_D,86,1.532956832,93,7,5_i_1_D,91,9,95,5,93,7,86
5_i_1_E,5_i,1,E,1_E,86,1.532956832,93,7,5_i_1_E,92,8,94,6,93,7,86
5_i_2_A,5_i,2,A,2_A,88,1.630649953,94,6,5_i_2_A,95,6,94,7,94,6,88
5_i_2_B,5_i,2,B,2_B,74,1.126570428,87,13,5_i_2_B,88,13,87,14,87,13,74
5_i_2_C,5_i,2,C,2_C,78,1.239041656,89,11,5_i_2_C,87,13,91,9,89,11,78
5_i_2_D,5_i,2,D,2_D,84,1.447414852,92,8,5_i_2_D,90,10,94,6,92,8,84
5_i_2_E,5_i,2,E,2_E,92,1.883418797,96,4,5_i_2_E,97,3,95,5,96,4,92
5_i_3_A,5_i,3,A,3_A,84,1.447414852,92,8,5_i_3_A,93,8,92,9,92,8,84
5_i_3_B,5_i,3,B,3_B,44,0.559718885,72,28,5_i_3_B,74,26,70,30,72,28,44
5_i_3_C,5_i,3,C,3_C,70,1.027981402,85,15,5_i_3_C,88,12,82,18,85,15,70
5_i_3_D,5_i,3,D,3_D,94,2.060049943,97,3,5_i_3_D,98,3,97,4,97,3,94
5_i_3_E,5_i,3,E,3_E,92,1.883418797,96,4,5_i_3_E,97,4,96,5,96,4,92
5_i_4_A,5_i,4,A,4_A,96,2.306420185,98,2,5_i_4_A,98,2,98,2,98,2,96
5_i_4_B,5_i,4,B,4_B,80,1.302147255,90,10,5_i_4_B,88,12,92,8,90,10,80
5_i_4_C,5_i,4,C,4_C,72,1.075800294,86,14,5_i_4_C,87,13,85,15,86,14,72
5_i_4_D,5_i,4,D,4_D,92,1.883418797,96,4,5_i_4_D,97,4,96,5,96,4,92
5_i_4_E,5_i,4,E,4_E,96,2.306420185,98,2,5_i_4_E,98,2,98,2,98,2,96
5_i_5_A,5_i,5,A,5_A,80,1.302147255,90,10,5_i_5_A,91,9,89,11,90,10,80
5_i_5_B,5_i,5,B,5_B,72,1.075800294,86,14,5_i_5_B,87,14,86,15,86,14,72
5_i_5_C,5_i,5,C,5_C,52,0.683115634,76,24,5_i_5_C,77,23,75,25,76,24,52
5_i_5_D,5_i,5,D,5_D,90,1.744970984,95,5,5_i_5_D,95,5,95,5,95,5,90
5_i_5_E,5_i,5,E,5_E,90,1.744970984,95,5,5_i_5_E,93,7,97,3,95,5,90
61_i_1_A,61_i,1,A,1_A,82,1.371135842,91,9,61_i_1_A,90,10,92,8,91,9,82
61_i_1_B,61_i,1,B,1_B,36,0.44670986,68,32,61_i_1_B,69,32,68,33,68,32,36
61_i_1_C,61_i,1,C,1_C,44,0.559718885,72,28,61_i_1_C,73,28,72,29,72,28,44
61_i_1_D,61_i,1,D,1_D,82,1.371135842,91,9,61_i_1_D,92,9,91,10,91,9,82
61_i_1_E,61_i,1,E,1_E,84,1.447414852,92,8,61_i_1_E,93,8,92,9,92,8,84
61_i_2_A,61_i,2,A,2_A,80,1.302147255,90,10,61_i_2_A,88,12,92,8,90,10,80
61_i_2_B,61_i,2,B,2_B,42,0.530633915,71,29,61_i_2_B,69,31,73,27,71,29,42
61_i_2_C,61_i,2,C,2_C,42,0.530633915,71,29,61_i_2_C,72,28,70,30,71,29,42
61_i_2_D,61_i,2,D,2_D,82,1.371135842,91,9,61_i_2_D,92,9,91,10,91,9,82
61_i_2_E,61_i,2,E,2_E,86,1.532956832,93,7,61_i_2_E,95,5,91,9,93,7,86
61_i_3_A,61_i,3,A,3_A,60,0.821563446,80,20,61_i_3_A,81,19,79,21,80,20,60
61_i_3_B,61_i,3,B,3_B,44,0.559718885,72,28,61_i_3_B,73,28,72,29,72,28,44
61_i_3_C,61_i,3,C,3_C,50,0.651073627,75,25,61_i_3_C,76,24,74,26,75,25,50
61_i_3_D,61_i,3,D,3_D,82,1.371135842,91,9,61_i_3_D,93,7,89,11,91,9,82
61_i_3_E,61_i,3,E,3_E,80,1.302147255,90,10,61_i_3_E,91,9,89,11,90,10,80
61_i_4_A,61_i,4,A,4_A,70,1.027981402,85,15,61_i_4_A,86,15,85,16,85,15,70
61_i_4_B,61_i,4,B,4_B,33,0.406342506,66.5,33.5,61_i_4_B,68,33,66,35,67,34,33
61_i_4_C,61_i,4,C,4_C,36,0.44670986,68,32,61_i_4_C,68,32,68,32,68,32,36
61_i_4_D,61_i,4,D,4_D,76,1.180779378,88,12,61_i_4_D,86,14,90,10,88,12,76
61_i_4_E,61_i,4,E,4_E,78,1.239041656,89,11,61_i_4_E,88,12,90,10,89,11,78
61_i_5_A,61_i,5,A,5_A,82,1.371135842,91,9,61_i_5_A,92,9,91,10,91,9,82
61_i_5_B,61_i,5,B,5_B,54,0.716084799,77,23,61_i_5_B,78,23,77,24,77,23,54
61_i_5_C,61_i,5,C,5_C,52,0.683115634,76,24,61_i_5_C,77,24,76,25,76,24,52
61_i_5_D,61_i,5,D,5_D,78,1.239041656,89,11,61_i_5_D,90,11,89,12,89,11,78
61_i_5_E,61_i,5,E,5_E,80,1.302147255,90,10,61_i_5_E,88,12,92,8,90,10,80
7_i_1_A,7_i,1,A,1_A,74,1.126570428,87,13,7_i_1_A,85,15,89,11,87,13,74
7_i_1_B,7_i,1,B,1_B,44,0.559718885,72,28,7_i_1_B,73,27,71,29,72,28,44
7_i_1_C,7_i,1,C,1_C,72,1.075800294,86,14,7_i_1_C,88,12,84,16,86,14,72
7_i_1_D,7_i,1,D,1_D,84,1.447414852,92,8,7_i_1_D,93,7,91,9,92,8,84
7_i_1_E,7_i,1,E,1_E,86,1.532956832,93,7,7_i_1_E,94,7,93,8,93,7,86
7_i_2_A,7_i,2,A,2_A,90,1.744970984,95,5,7_i_2_A,96,4,94,6,95,5,90
7_i_2_B,7_i,2,B,2_B,50,0.651073627,75,25,7_i_2_B,75,25,75,25,75,25,50
7_i_2_C,7_i,2,C,2_C,74,1.126570428,87,13,7_i_2_C,85,15,89,11,87,13,74
7_i_2_D,7_i,2,D,2_D,96,2.306420185,98,2,7_i_2_D,97,3,99,1,98,2,96
7_i_2_E,7_i,2,E,2_E,98,2.723218536,99,1,7_i_2_E,100,1,99,2,99,1,98
7_i_3_A,7_i,3,A,3_A,74,1.126570428,87,13,7_i_3_A,88,13,87,14,87,13,74
7_i_3_B,7_i,3,B,3_B,14,0.167034225,57,43,7_i_3_B,58,43,57,44,57,43,14
7_i_3_C,7_i,3,C,3_C,56,0.75007535,78,22,7_i_3_C,79,21,77,23,78,22,56
7_i_3_D,7_i,3,D,3_D,78,1.239041656,89,11,7_i_3_D,91,9,87,13,89,11,78
7_i_3_E,7_i,3,E,3_E,82,1.371135842,91,9,7_i_3_E,92,8,90,10,91,9,82
7_i_4_A,7_i,4,A,4_A,90,1.744970984,95,5,7_i_4_A,96,5,95,6,95,5,90
7_i_4_B,7_i,4,B,4_B,50,0.651073627,75,25,7_i_4_B,76,24,74,26,75,25,50
7_i_4_C,7_i,4,C,4_C,90,1.744970984,95,5,7_i_4_C,95,5,95,5,95,5,90
7_i_4_D,7_i,4,D,4_D,96,2.306420185,98,2,7_i_4_D,98,2,98,2,98,2,96
7_i_4_E,7_i,4,E,4_E,98,2.723218536,99,1,7_i_4_E,99,1,99,1,99,1,98
7_i_5_A,7_i,5,A,5_A,90,1.744970984,95,5,7_i_5_A,96,5,95,6,95,5,90
7_i_5_B,7_i,5,B,5_B,36,0.44670986,68,32,7_i_5_B,69,32,68,33,68,32,36
7_i_5_C,7_i,5,C,5_C,60,0.821563446,80,20,7_i_5_C,81,20,80,21,80,20,60
7_i_5_D,7_i,5,D,5_D,84,1.447414852,92,8,7_i_5_D,90,10,94,6,92,8,84
7_i_5_E,7_i,5,E,5_E,96,2.306420185,98,2,7_i_5_E,98,2,98,2,98,2,96
71_vi_1_A,71_vi,1,A,1_A,90,1.744356465,95,5,71_vi_1_A,96,4,94,6,95,5,90
71_vi_1_B,71_vi,1,B,1_B,60,0.82127412,80,20,71_vi_1_B,82,18,78,22,80,20,60
71_vi_1_C,71_vi,1,C,1_C,60,0.82127412,80,20,71_vi_1_C,81,19,79,21,80,20,60
71_vi_1_D,71_vi,1,D,1_D,84,1.446905122,92,8,71_vi_1_D,94,6,90,10,92,8,84
71_vi_1_E,71_vi,1,E,1_E,76,1.180363548,88,12,71_vi_1_E,89,11,87,13,88,12,76
71_vi_2_A,71_vi,2,A,2_A,90,1.744356465,95,5,71_vi_2_A,96,5,95,6,95,5,90
71_vi_2_B,71_vi,2,B,2_B,56,0.749811199,78,22,71_vi_2_B,79,21,77,23,78,22,56
71_vi_2_C,71_vi,2,C,2_C,62,0.859020901,81,19,71_vi_2_C,81,19,81,19,81,19,62
71_vi_2_D,71_vi,2,D,2_D,90,1.744356465,95,5,71_vi_2_D,93,7,97,3,95,5,90
71_vi_2_E,71_vi,2,E,2_E,78,1.238605308,89,11,71_vi_2_E,88,12,90,10,89,11,78
71_vi_3_A,71_vi,3,A,3_A,78,1.238605308,89,11,71_vi_3_A,90,11,89,12,89,11,78
71_vi_3_B,71_vi,3,B,3_B,58,0.78491768,79,21,71_vi_3_B,80,21,79,22,79,21,58
71_vi_3_C,71_vi,3,C,3_C,60,0.82127412,80,20,71_vi_3_C,81,20,80,21,80,20,60
71_vi_3_D,71_vi,3,D,3_D,86,1.532416977,93,7,71_vi_3_D,94,7,93,8,93,7,86
71_vi_3_E,71_vi,3,E,3_E,80,1.301688683,90,10,71_vi_3_E,88,12,92,8,90,10,80
71_vi_4_A,71_vi,4,A,4_A,94,2.059324464,97,3,71_vi_4_A,95,5,99,1,97,3,94
71_vi_4_B,71_vi,4,B,4_B,44,0.559521771,72,28,71_vi_4_B,71,29,73,27,72,28,44
71_vi_4_C,71_vi,4,C,4_C,50,0.650844341,75,25,71_vi_4_C,76,25,75,26,75,25,50
71_vi_4_D,71_vi,4,D,4_D,90,1.744356465,95,5,71_vi_4_D,96,5,95,6,95,5,90
71_vi_4_E,71_vi,4,E,4_E,88,1.630075694,94,6,71_vi_4_E,95,6,94,7,94,6,88
71_vi_5_A,71_vi,5,A,5_A,84,1.446905122,92,8,71_vi_5_A,93,8,92,9,92,8,84
71_vi_5_B,71_vi,5,B,5_B,40,0.50195963,70,30,71_vi_5_B,68,32,72,28,70,30,40
71_vi_5_C,71_vi,5,C,5_C,50,0.650844341,75,25,71_vi_5_C,73,27,77,23,75,25,50
71_vi_5_D,71_vi,5,D,5_D,84,1.446905122,92,8,71_vi_5_D,93,8,92,9,92,8,84
71_vi_5_E,71_vi,5,E,5_E,82,1.370652975,91,9,71_vi_5_E,92,9,91,10,91,9,82
72_i_1_A,72_i,1,A,1_A,72,1.075421434,86,14,72_i_1_A,87,14,86,15,86,14,72
72_i_1_B,72_i,1,B,1_B,44,0.559521771,72,28,72_i_1_B,73,28,72,29,72,28,44
72_i_1_C,72_i,1,C,1_C,46,0.589238334,73,27,72_i_1_C,71,29,75,25,73,27,46
72_i_1_D,72_i,1,D,1_D,78,1.238605308,89,11,72_i_1_D,87,13,91,9,89,11,78
72_i_1_E,72_i,1,E,1_E,72,1.075421434,86,14,72_i_1_E,85,15,87,13,86,14,72
72_i_2_A,72_i,2,A,2_A,82,1.370652975,91,9,72_i_2_A,92,9,91,10,91,9,82
72_i_2_B,72_i,2,B,2_B,34,0.41954586,67,33,72_i_2_B,68,33,67,34,67,33,34
72_i_2_C,72_i,2,C,2_C,34,0.41954586,67,33,72_i_2_C,68,33,67,34,67,33,34
72_i_2_D,72_i,2,D,2_D,82,1.370652975,91,9,72_i_2_D,92,9,91,10,91,9,82
72_i_2_E,72_i,2,E,2_E,80,1.301688683,90,10,72_i_2_E,88,12,92,8,90,10,80
72_i_3_A,72_i,3,A,3_A,80,1.301688683,90,10,72_i_3_A,88,12,92,8,90,10,80
72_i_3_B,72_i,3,B,3_B,32,0.392951447,66,34,72_i_3_B,67,34,66,35,66,34,32
72_i_3_C,72_i,3,C,3_C,46,0.589238334,73,27,72_i_3_C,74,27,73,28,73,27,46
72_i_3_D,72_i,3,D,3_D,74,1.126173688,87,13,72_i_3_D,88,13,87,14,87,13,74
72_i_3_E,72_i,3,E,3_E,78,1.238605308,89,11,72_i_3_E,90,11,89,12,89,11,78
72_i_4_A,72_i,4,A,4_A,80,1.301688683,90,10,72_i_4_A,88,12,92,8,90,10,80
72_i_4_B,72_i,4,B,4_B,36,0.446552544,68,32,72_i_4_B,66,34,70,30,68,32,36
72_i_4_C,72_i,4,C,4_C,46,0.589238334,73,27,72_i_4_C,72,28,74,26,73,27,46
72_i_4_D,72_i,4,D,4_D,76,1.180363548,88,12,72_i_4_D,89,12,88,13,88,12,76
72_i_4_E,72_i,4,E,4_E,78,1.238605308,89,11,72_i_4_E,90,11,89,12,89,11,78
72_i_5_A,72_i,5,A,5_A,76,1.180363548,88,12,72_i_5_A,89,12,88,13,88,12,76
72_i_5_B,72_i,5,B,5_B,30,0.366733715,65,35,72_i_5_B,66,35,65,36,65,35,30
72_i_5_C,72_i,5,C,5_C,46,0.589238334,73,27,72_i_5_C,71,29,75,25,73,27,46
72_i_5_D,72_i,5,D,5_D,72,1.075421434,86,14,72_i_5_D,84,16,88,12,86,14,72
72_i_5_E,72_i,5,E,5_E,74,1.126173688,87,13,72_i_5_E,88,13,87,14,87,13,74
73_i_1_A,73_i,1,A,1_A,84,1.447414852,92,8,73_i_1_A,90,10,94,6,92,8,84
73_i_1_B,73_i,1,B,1_B,48,0.619875227,74,26,73_i_1_B,72,28,76,24,74,26,48
73_i_1_C,73_i,1,C,1_C,50,0.651073627,75,25,73_i_1_C,76,24,74,26,75,25,50
73_i_1_D,73_i,1,D,1_D,76,1.180779378,88,12,73_i_1_D,90,10,86,14,88,12,76
73_i_1_E,73_i,1,E,1_E,80,1.302147255,90,10,73_i_1_E,92,8,88,12,90,10,80
73_i_2_A,73_i,2,A,2_A,80,1.302147255,90,10,73_i_2_A,91,9,89,11,90,10,80
73_i_2_B,73_i,2,B,2_B,36,0.44670986,68,32,73_i_2_B,68,32,68,32,68,32,36
73_i_2_C,73_i,2,C,2_C,54,0.716084799,77,23,73_i_2_C,79,21,75,25,77,23,54
73_i_2_D,73_i,2,D,2_D,80,1.302147255,90,10,73_i_2_D,91,9,89,11,90,10,80
73_i_2_E,73_i,2,E,2_E,80,1.302147255,90,10,73_i_2_E,91,10,90,11,90,10,80
73_i_3_A,73_i,3,A,3_A,64,0.89863719,82,18,73_i_3_A,84,16,80,20,82,18,64
73_i_3_B,73_i,3,B,3_B,48,0.619875227,74,26,73_i_3_B,74,26,74,26,74,26,48
73_i_3_C,73_i,3,C,3_C,38,0.474176905,69,31,73_i_3_C,70,30,68,32,69,31,38
73_i_3_D,73_i,3,D,3_D,74,1.126570428,87,13,73_i_3_D,88,12,86,14,87,13,74
73_i_3_E,73_i,3,E,3_E,78,1.239041656,89,11,73_i_3_E,88,12,90,10,89,11,78
73_i_4_A,73_i,4,A,4_A,74,1.126570428,87,13,73_i_4_A,87,13,87,13,87,13,74
73_i_4_B,73_i,4,B,4_B,44,0.559718885,72,28,73_i_4_B,73,27,71,29,72,28,44
73_i_4_C,73_i,4,C,4_C,40,0.502136465,70,30,73_i_4_C,69,31,71,29,70,30,40
73_i_4_D,73_i,4,D,4_D,74,1.126570428,87,13,73_i_4_D,88,12,86,14,87,13,74
73_i_4_E,73_i,4,E,4_E,78,1.239041656,89,11,73_i_4_E,87,13,91,9,89,11,78
73_i_5_A,73_i,5,A,5_A,80,1.302147255,90,10,73_i_5_A,89,11,91,9,90,10,80
73_i_5_B,73_i,5,B,5_B,40,0.502136465,70,30,73_i_5_B,71,30,70,31,70,30,40
73_i_5_C,73_i,5,C,5_C,50,0.651073627,75,25,73_i_5_C,76,25,75,26,75,25,50
73_i_5_D,73_i,5,D,5_D,78,1.239041656,89,11,73_i_5_D,87,13,91,9,89,11,78
73_i_5_E,73_i,5,E,5_E,76,1.180779378,88,12,73_i_5_E,86,14,90,10,88,12,76
76_vi_1_A,76_vi,1,A,1_A,74,1.126173688,87,13,76_vi_1_A,88,12,86,14,87,13,74
76_vi_1_B,76_vi,1,B,1_B,50,0.650844341,75,25,76_vi_1_B,76,25,75,26,75,25,50
76_vi_1_C,76_vi,1,C,1_C,52,0.682875064,76,24,76_vi_1_C,78,22,74,26,76,24,52
76_vi_1_D,76_vi,1,D,1_D,78,1.238605308,89,11,76_vi_1_D,90,10,88,12,89,11,78
76_vi_1_E,76_vi,1,E,1_E,80,1.301688683,90,10,76_vi_1_E,91,10,90,11,90,10,80
76_vi_2_A,76_vi,2,A,2_A,72,1.075421434,86,14,76_vi_2_A,87,13,85,15,86,14,72
76_vi_2_B,76_vi,2,B,2_B,42,0.530447043,71,29,76_vi_2_B,71,29,71,29,71,29,42
76_vi_2_C,76_vi,2,C,2_C,50,0.650844341,75,25,76_vi_2_C,77,23,73,27,75,25,50
76_vi_2_D,76_vi,2,D,2_D,74,1.126173688,87,13,76_vi_2_D,88,12,86,14,87,13,74
76_vi_2_E,76_vi,2,E,2_E,82,1.370652975,91,9,76_vi_2_E,92,9,91,10,91,9,82
76_vi_3_A,76_vi,3,A,3_A,76,1.180363548,88,12,76_vi_3_A,90,10,86,14,88,12,76
76_vi_3_B,76_vi,3,B,3_B,44,0.559521771,72,28,76_vi_3_B,72,28,72,28,72,28,44
76_vi_3_C,76_vi,3,C,3_C,50,0.650844341,75,25,76_vi_3_C,76,24,74,26,75,25,50
76_vi_3_D,76_vi,3,D,3_D,80,1.301688683,90,10,76_vi_3_D,91,9,89,11,90,10,80
76_vi_3_E,76_vi,3,E,3_E,74,1.126173688,87,13,76_vi_3_E,86,14,88,12,87,13,74
76_vi_4_A,76_vi,4,A,4_A,78,1.238605308,89,11,76_vi_4_A,89,11,89,11,89,11,78
76_vi_4_B,76_vi,4,B,4_B,42,0.530447043,71,29,76_vi_4_B,72,28,70,30,71,29,42
76_vi_4_C,76_vi,4,C,4_C,48,0.619656928,74,26,76_vi_4_C,73,27,75,25,74,26,48
76_vi_4_D,76_vi,4,D,4_D,82,1.370652975,91,9,76_vi_4_D,92,8,90,10,91,9,82
76_vi_4_E,76_vi,4,E,4_E,76,1.180363548,88,12,76_vi_4_E,86,14,90,10,88,12,76
76_vi_5_A,76_vi,5,A,5_A,70,1.027619382,85,15,76_vi_5_A,84,16,86,14,85,15,70
76_vi_5_B,76_vi,5,B,5_B,48,0.619656928,74,26,76_vi_5_B,75,26,74,27,74,26,48
76_vi_5_C,76_vi,5,C,5_C,56,0.749811199,78,22,76_vi_5_C,79,22,78,23,78,22,56
76_vi_5_D,76_vi,5,D,5_D,72,1.075421434,86,14,76_vi_5_D,84,16,88,12,86,14,72
76_vi_5_E,76_vi,5,E,5_E,74,1.126173688,87,13,76_vi_5_E,85,15,89,11,87,13,74
87_i_1_A,87_i,1,A,1_A,88,1.630075694,94,6,87_i_1_A,95,5,93,7,94,6,88
87_i_1_B,87_i,1,B,1_B,79,1.269483795,89.5,10.5,87_i_1_B,90,10,89,11,90,11,79
